s.no,language,error_type,code,stack_trace,fix_brief,fix_solution
11,c,AddressSanitizer: global-buffer-overflow,"int global_arr[2] = {10, 20};
int main() {
    return global_arr[5];
}","=================================================================
==12388==ERROR: AddressSanitizer: global-buffer-overflow on address 0x0000004060b4 at pc 0x00000040112c bp 0x7ffeb56a
READ of size 4 at 0x0000004060b4 thread T0
    #0 0x40112b in main main_11.c:3",Access only valid global indices defined inside global variable specifications.,"int global_arr[2] = {10, 20};
int main() {
    return global_arr[1];
}"
12,c,GDB Runtime: Double Free,"#include <stdlib.h>
int main() {
    void *ptr = malloc(32);
    free(ptr);
    free(ptr);
}","double free or corruption (out)
Aborted (core dumped)
(gdb) bt
#0  __GI_raise (sig=sig@entry=6) at ../sysdeps/unix/sysv/linux/raise.c:50
#1  0x00007f98c6019859 in __GI_abort () at abort.c:79
#2  0x00007f98c60833ee in __libc_message (action=action@entry=do_abort, fmt=fmt@entry=0x7f98c61adb46 ""%s\n"") at ../sysdeps/posix/libc_fatal.c:155
#3  0x00007f98c608b47c in malloc_printerr (str=str@entry=0x7f98c61abc1d ""double free or corruption (out)"") at malloc.c:5347
#4  0x00007f98c608ccfc in _int_free (av=0x7f98c61e0b80 <main_arena>, p=0x602000000010, have_lock=0) at malloc.c:4314
#5  0x000000000040115b in main () at matrix_12.c:5",Only invoke free() operations exactly once per heap block pointer. Nullify pointers after freeing to prevent consecutive execution triggers.,"#include <stdlib.h>
int main() {
    void *ptr = malloc(32);
    free(ptr);
    ptr = NULL; // Safe pointer nullification avoids double-free errors
}"
13,c,GCC Compiler Warning: Unused Variable,"int main() {
    int temp_val_13 = 100;
    return 0;
}","network_13.c: In function ‘main’:
network_13.c:2:9: warning: unused variable ‘temp_val_13’ [-Wunused-variable]
    2 |     int temp_val_13 = 100;
      |         ^~~~~~~~~~",Remove variables that are declared but not used inside scoped logic blocks.,"int main() {
    return 0;
}"
14,c,GCC Compiler Error: Dereferencing Void Pointer,"int main() {
    int value = 42;
    void *ptr = &value;
    printf(""%d\n"", *ptr);
}","network_14.c: In function ‘main’:
network_14.c:4:20: error: dereferencing ‘void *’ pointer
    4 |     printf(""%d\n"", *ptr);
      |                    ^~~~
network_14.c:4:20: error: invalid use of void expression",Cast void pointers to their matching type definitions before attempting to dereference them.,"int main() {
    int value = 42;
    void *ptr = &value;
    printf(""%d\n"", *(int *)ptr);
}"
15,c,GCC Compiler Error: Incompatible Pointer Type,"int main() {
    int scores_15 = 500;
    char *ptr_15 = &scores_15;
}","utils_15.c: In function ‘main’:
utils_15.c:52:17: warning: initialization of ‘char *’ from incompatible pointer type ‘int *’ [-Wincompatible-pointer-types]
    52 |     char *ptr_15 = &scores_15;
      |                 ^",Match the pointer declaration type exactly to variables whose addresses are assigned (like 'int *').,"int main() {
    int scores_15 = 500;
    int *ptr_15 = &scores_15;
}"
16,c,Segmentation Fault (GDB),"void allocate_mem_16() {
    int *config_data_16 = NULL;
    *config_data_16 = 999;
}
int main() {
    allocate_mem_16();
}","Program received signal SIGSEGV, Segmentation fault.
0x0000000000401122 in allocate_mem_16 () at network_16.c:65
65           *config_data_16 = 999;
(gdb) backtrace
#0  0x0000000000401122 in allocate_mem_16 () at network_16.c:65
#1  0x0000000000401150 in main () at network_16.c:67",Add protection check blocks or configure the target variable 'config_data_16' address correctly before assigning values.,"void allocate_mem_16() {
    int val = 999;
    int *config_data_16 = &val;
    *config_data_16 = 999;
}
int main() {
    allocate_mem_16();
}"
17,c,GCC Compiler Error: Syntax Error,"int main() {
    int scores_17 = 250
    printf(""Value: %d\\n"", scores_17);
}","parser_17.c: In function ‘main’:
parser_17.c:37:5: error: expected ‘;’ before ‘printf’
    37 |     printf(""Value: %d\\n"", scores_17);
      |     ^~~~~~",Include a semi-colon identifier directly after the variable definition for 'scores_17'.,"int main() {
    int scores_17 = 250;
    printf(""Value: %d\\n"", scores_17);
}"
18,c,GCC Compiler Error: Implicit Declaration,"int main() {
    int result = parse_payload_18(10, 20);
    printf(""Result: %d\n"", result);
}","database_18.c: In function ‘main’:
database_18.c:2:18: warning: implicit declaration of function ‘calculate_sum’ [-Wimplicit-function-declaration]
    2 |     int result = calculate_sum(10, 20);
      |                  ^~~~~~~~~~~~~
database_18.c:(.text+0x15): undefined reference to `calculate_sum`
collect2: error: ld returned 1 exit status",Declare the function prototype at the top of the file or include the corresponding header.,"int parse_payload_18(int a, int b);
int main() {
    int result = parse_payload_18(10, 20);
    printf(""Result: %d\n"", result);
}
int parse_payload_18(int a, int b) {
    return a + b;
}"
19,c,GCC Compiler Error: Type Mismatch,"int main() {
    char *str = ""Hello"";
    int val = str;
}","utils_19.c: In function ‘main’:
utils_19.c:3:15: error: invalid initializer / incompatible types when initializing type ‘int’ using type ‘char *’
    3 |     int val = str;
      |               ^~~",Use compatible types or parse string inputs into integer variables using conversion utilities like atoi().,"#include <stdlib.h>
int main() {
    char *str = ""123"";
    int val = atoi(str);
}"
20,c,GCC Compiler Error: Undefined Reference (Linker),"#include <math.h>
int main() {
    double root = sqrt(16.0);
}","/usr/bin/ld: /tmp/ccXyZ123.o: in function `main`:
main_20.c:3: undefined reference to `sqrt`
collect2: error: ld returned 1 exit status",Link the math library natively by appending the '-lm' linker flag during compilation.,"// Compile using:
// gcc main.c -lm -o main"
21,c,GCC Compiler Warning: Format Mismatch,"int main() {
    char *payload_len_21 = ""Alert"";
    printf(""Code: %d\\n"", payload_len_21);
}","utils_21.c: In function ‘main’:
utils_21.c:6:21: warning: format ‘%d’ expects argument of type ‘int’, but argument 2 has type ‘char *’ [-Wformat=]
    6 |     printf(""Code: %d\\n"", payload_len_21);
      |                     ~^     ~~~
      |                      |     |
      |                      int   char *
      |                     %s",Update format tags within printf to correctly display the string data type referenced by 'payload_len_21'.,"int main() {
    char *payload_len_21 = ""Alert"";
    printf(""Code: %s\\n"", payload_len_21);
}"
22,c,Clang Compiler Error: Missing Semicolon,"struct User {
    int id;
    char name[50];
}

int main() {
    return 0;
}","utils_22.c:4:2: error: expected ';' after struct definition
}
 ^
 ;",Append a semicolon following the closing brace of a struct template block declaration.,"struct User {
    int id;
    char name[50];
};

int main() {
    return 0;
}"
23,c,Clang Compiler Error: Conflicting Types,"void display(int val);
void display(double val) {
    // logic
}","helpers_23.c:2:6: error: conflicting types for 'display'
void display(double val) {
     ^
helpers_23.c:1:6: note: previous declaration is here
void display(int val);
     ^",Ensure that function prototype signatures align with their physical function definitions exactly.,"void display(double val);
void display(double val) {
    // logic
}"
24,c,AddressSanitizer: heap-use-after-free,"#include <stdlib.h>
int main() {
    int *buf = malloc(sizeof(int) * 10);
    free(buf);
    return buf[2];
}","=================================================================
==12345==ERROR: AddressSanitizer: heap-use-after-free on address 0x603000000018 at pc 0x0000004011b9 bp 0x7ffd9860
READ of size 4 at 0x603000000018 thread T0
    #0 0x4011b8 in main parser_24.c:5
    #1 0x7f98c603a0b3 in __libc_start_main (/lib/x86_64-linux-gnu/libc.so.6+0x270b3)",Do not read or write array/pointer targets once free() memory release commands have occurred.,"#include <stdlib.h>
int main() {
    int *buf = malloc(sizeof(int) * 10);
    int val = buf[2];
    free(buf);
    return val;
}"
25,c,AddressSanitizer: stack-buffer-overflow,"int main() {
    int arr[5] = {1, 2, 3, 4, 5};
    return arr[10];
}","=================================================================
==12360==ERROR: AddressSanitizer: stack-buffer-overflow on address 0x7ffe0e84b728 at pc 0x0000004011b2 bp 0x7ffe0e84b6f0
READ of size 4 at 0x7ffe0e84b728 thread T0
    #0 0x4011b1 in main parser_25.c:3",Ensure array indexes do not traverse past physical array boundaries.,"int main() {
    int arr[5] = {1, 2, 3, 4, 5};
    return arr[4];
}"
26,c,AddressSanitizer: global-buffer-overflow,"int global_arr[2] = {10, 20};
int main() {
    return global_arr[5];
}","=================================================================
==12388==ERROR: AddressSanitizer: global-buffer-overflow on address 0x0000004060b4 at pc 0x00000040112c bp 0x7ffeb56a
READ of size 4 at 0x0000004060b4 thread T0
    #0 0x40112b in main parser_26.c:3",Access only valid global indices defined inside global variable specifications.,"int global_arr[2] = {10, 20};
int main() {
    return global_arr[1];
}"
27,c,GDB Runtime: Double Free,"#include <stdlib.h>
int main() {
    void *ptr = malloc(32);
    free(ptr);
    free(ptr);
}","double free or corruption (out)
Aborted (core dumped)
(gdb) bt
#0  __GI_raise (sig=sig@entry=6) at ../sysdeps/unix/sysv/linux/raise.c:50
#1  0x00007f98c6019859 in __GI_abort () at abort.c:79
#2  0x00007f98c60833ee in __libc_message (action=action@entry=do_abort, fmt=fmt@entry=0x7f98c61adb46 ""%s\n"") at ../sysdeps/posix/libc_fatal.c:155
#3  0x00007f98c608b47c in malloc_printerr (str=str@entry=0x7f98c61abc1d ""double free or corruption (out)"") at malloc.c:5347
#4  0x00007f98c608ccfc in _int_free (av=0x7f98c61e0b80 <main_arena>, p=0x602000000010, have_lock=0) at malloc.c:4314
#5  0x000000000040115b in main () at database_27.c:5",Only invoke free() operations exactly once per heap block pointer. Nullify pointers after freeing to prevent consecutive execution triggers.,"#include <stdlib.h>
int main() {
    void *ptr = malloc(32);
    free(ptr);
    ptr = NULL; // Safe pointer nullification avoids double-free errors
}"
28,c,GCC Compiler Warning: Unused Variable,"int main() {
    int counter_28 = 100;
    return 0;
}","main_28.c: In function ‘main’:
main_28.c:2:9: warning: unused variable ‘counter_28’ [-Wunused-variable]
    2 |     int counter_28 = 100;
      |         ^~~~~~~~~~",Remove variables that are declared but not used inside scoped logic blocks.,"int main() {
    return 0;
}"
29,c,GCC Compiler Error: Dereferencing Void Pointer,"int main() {
    int value = 42;
    void *ptr = &value;
    printf(""%d\n"", *ptr);
}","main_29.c: In function ‘main’:
main_29.c:4:20: error: dereferencing ‘void *’ pointer
    4 |     printf(""%d\n"", *ptr);
      |                    ^~~~
main_29.c:4:20: error: invalid use of void expression",Cast void pointers to their matching type definitions before attempting to dereference them.,"int main() {
    int value = 42;
    void *ptr = &value;
    printf(""%d\n"", *(int *)ptr);
}"
30,c,GCC Compiler Error: Incompatible Pointer Type,"int main() {
    int user_id_30 = 500;
    char *ptr_30 = &user_id_30;
}","helpers_30.c: In function ‘main’:
helpers_30.c:73:17: warning: initialization of ‘char *’ from incompatible pointer type ‘int *’ [-Wincompatible-pointer-types]
    73 |     char *ptr_30 = &user_id_30;
      |                 ^",Match the pointer declaration type exactly to variables whose addresses are assigned (like 'int *').,"int main() {
    int user_id_30 = 500;
    int *ptr_30 = &user_id_30;
}"
31,c,Segmentation Fault (GDB),"void calculate_sum_31() {
    int *buffer_31 = NULL;
    *buffer_31 = 999;
}
int main() {
    calculate_sum_31();
}","Program received signal SIGSEGV, Segmentation fault.
0x0000000000401122 in calculate_sum_31 () at network_31.c:46
46           *buffer_31 = 999;
(gdb) backtrace
#0  0x0000000000401122 in calculate_sum_31 () at network_31.c:46
#1  0x0000000000401150 in main () at network_31.c:51",Add protection check blocks or configure the target variable 'buffer_31' address correctly before assigning values.,"void calculate_sum_31() {
    int val = 999;
    int *buffer_31 = &val;
    *buffer_31 = 999;
}
int main() {
    calculate_sum_31();
}"
32,c,GCC Compiler Error: Syntax Error,"int main() {
    int user_id_32 = 250
    printf(""Value: %d\\n"", user_id_32);
}","network_32.c: In function ‘main’:
network_32.c:32:5: error: expected ‘;’ before ‘printf’
    32 |     printf(""Value: %d\\n"", user_id_32);
      |     ^~~~~~",Include a semi-colon identifier directly after the variable definition for 'user_id_32'.,"int main() {
    int user_id_32 = 250;
    printf(""Value: %d\\n"", user_id_32);
}"
33,c,GCC Compiler Error: Implicit Declaration,"int main() {
    int result = process_records_33(10, 20);
    printf(""Result: %d\n"", result);
}","database_33.c: In function ‘main’:
database_33.c:2:18: warning: implicit declaration of function ‘calculate_sum’ [-Wimplicit-function-declaration]
    2 |     int result = calculate_sum(10, 20);
      |                  ^~~~~~~~~~~~~
database_33.c:(.text+0x15): undefined reference to `calculate_sum`
collect2: error: ld returned 1 exit status",Declare the function prototype at the top of the file or include the corresponding header.,"int process_records_33(int a, int b);
int main() {
    int result = process_records_33(10, 20);
    printf(""Result: %d\n"", result);
}
int process_records_33(int a, int b) {
    return a + b;
}"
34,c,GCC Compiler Error: Type Mismatch,"int main() {
    char *str = ""Hello"";
    int val = str;
}","matrix_34.c: In function ‘main’:
matrix_34.c:3:15: error: invalid initializer / incompatible types when initializing type ‘int’ using type ‘char *’
    3 |     int val = str;
      |               ^~~",Use compatible types or parse string inputs into integer variables using conversion utilities like atoi().,"#include <stdlib.h>
int main() {
    char *str = ""123"";
    int val = atoi(str);
}"
35,c,GCC Compiler Error: Undefined Reference (Linker),"#include <math.h>
int main() {
    double root = sqrt(16.0);
}","/usr/bin/ld: /tmp/ccXyZ123.o: in function `main`:
helpers_35.c:3: undefined reference to `sqrt`
collect2: error: ld returned 1 exit status",Link the math library natively by appending the '-lm' linker flag during compilation.,"// Compile using:
// gcc main.c -lm -o main"
36,c,GCC Compiler Warning: Format Mismatch,"int main() {
    char *node_ptr_36 = ""Alert"";
    printf(""Code: %d\\n"", node_ptr_36);
}","network_36.c: In function ‘main’:
network_36.c:36:21: warning: format ‘%d’ expects argument of type ‘int’, but argument 2 has type ‘char *’ [-Wformat=]
    36 |     printf(""Code: %d\\n"", node_ptr_36);
      |                     ~^     ~~~
      |                      |     |
      |                      int   char *
      |                     %s",Update format tags within printf to correctly display the string data type referenced by 'node_ptr_36'.,"int main() {
    char *node_ptr_36 = ""Alert"";
    printf(""Code: %s\\n"", node_ptr_36);
}"
37,c,Clang Compiler Error: Missing Semicolon,"struct User {
    int id;
    char name[50];
}

int main() {
    return 0;
}","database_37.c:4:2: error: expected ';' after struct definition
}
 ^
 ;",Append a semicolon following the closing brace of a struct template block declaration.,"struct User {
    int id;
    char name[50];
};

int main() {
    return 0;
}"
38,c,Clang Compiler Error: Conflicting Types,"void display(int val);
void display(double val) {
    // logic
}","utils_38.c:2:6: error: conflicting types for 'display'
void display(double val) {
     ^
utils_38.c:1:6: note: previous declaration is here
void display(int val);
     ^",Ensure that function prototype signatures align with their physical function definitions exactly.,"void display(double val);
void display(double val) {
    // logic
}"
39,c,AddressSanitizer: heap-use-after-free,"#include <stdlib.h>
int main() {
    int *buf = malloc(sizeof(int) * 10);
    free(buf);
    return buf[2];
}","=================================================================
==12345==ERROR: AddressSanitizer: heap-use-after-free on address 0x603000000018 at pc 0x0000004011b9 bp 0x7ffd9860
READ of size 4 at 0x603000000018 thread T0
    #0 0x4011b8 in main parser_39.c:5
    #1 0x7f98c603a0b3 in __libc_start_main (/lib/x86_64-linux-gnu/libc.so.6+0x270b3)",Do not read or write array/pointer targets once free() memory release commands have occurred.,"#include <stdlib.h>
int main() {
    int *buf = malloc(sizeof(int) * 10);
    int val = buf[2];
    free(buf);
    return val;
}"
40,c,AddressSanitizer: stack-buffer-overflow,"int main() {
    int arr[5] = {1, 2, 3, 4, 5};
    return arr[10];
}","=================================================================
==12360==ERROR: AddressSanitizer: stack-buffer-overflow on address 0x7ffe0e84b728 at pc 0x0000004011b2 bp 0x7ffe0e84b6f0
READ of size 4 at 0x7ffe0e84b728 thread T0
    #0 0x4011b1 in main main_40.c:3",Ensure array indexes do not traverse past physical array boundaries.,"int main() {
    int arr[5] = {1, 2, 3, 4, 5};
    return arr[4];
}"
41,c,AddressSanitizer: global-buffer-overflow,"int global_arr[2] = {10, 20};
int main() {
    return global_arr[5];
}","=================================================================
==12388==ERROR: AddressSanitizer: global-buffer-overflow on address 0x0000004060b4 at pc 0x00000040112c bp 0x7ffeb56a
READ of size 4 at 0x0000004060b4 thread T0
    #0 0x40112b in main main_41.c:3",Access only valid global indices defined inside global variable specifications.,"int global_arr[2] = {10, 20};
int main() {
    return global_arr[1];
}"
42,c,GDB Runtime: Double Free,"#include <stdlib.h>
int main() {
    void *ptr = malloc(32);
    free(ptr);
    free(ptr);
}","double free or corruption (out)
Aborted (core dumped)
(gdb) bt
#0  __GI_raise (sig=sig@entry=6) at ../sysdeps/unix/sysv/linux/raise.c:50
#1  0x00007f98c6019859 in __GI_abort () at abort.c:79
#2  0x00007f98c60833ee in __libc_message (action=action@entry=do_abort, fmt=fmt@entry=0x7f98c61adb46 ""%s\n"") at ../sysdeps/posix/libc_fatal.c:155
#3  0x00007f98c608b47c in malloc_printerr (str=str@entry=0x7f98c61abc1d ""double free or corruption (out)"") at malloc.c:5347
#4  0x00007f98c608ccfc in _int_free (av=0x7f98c61e0b80 <main_arena>, p=0x602000000010, have_lock=0) at malloc.c:4314
#5  0x000000000040115b in main () at parser_42.c:5",Only invoke free() operations exactly once per heap block pointer. Nullify pointers after freeing to prevent consecutive execution triggers.,"#include <stdlib.h>
int main() {
    void *ptr = malloc(32);
    free(ptr);
    ptr = NULL; // Safe pointer nullification avoids double-free errors
}"
43,c,GCC Compiler Warning: Unused Variable,"int main() {
    int config_data_43 = 100;
    return 0;
}","parser_43.c: In function ‘main’:
parser_43.c:2:9: warning: unused variable ‘config_data_43’ [-Wunused-variable]
    2 |     int config_data_43 = 100;
      |         ^~~~~~~~~~",Remove variables that are declared but not used inside scoped logic blocks.,"int main() {
    return 0;
}"
44,c,GCC Compiler Error: Dereferencing Void Pointer,"int main() {
    int value = 42;
    void *ptr = &value;
    printf(""%d\n"", *ptr);
}","network_44.c: In function ‘main’:
network_44.c:4:20: error: dereferencing ‘void *’ pointer
    4 |     printf(""%d\n"", *ptr);
      |                    ^~~~
network_44.c:4:20: error: invalid use of void expression",Cast void pointers to their matching type definitions before attempting to dereference them.,"int main() {
    int value = 42;
    void *ptr = &value;
    printf(""%d\n"", *(int *)ptr);
}"
45,c,GCC Compiler Error: Incompatible Pointer Type,"int main() {
    int config_data_45 = 500;
    char *ptr_45 = &config_data_45;
}","helpers_45.c: In function ‘main’:
helpers_45.c:75:17: warning: initialization of ‘char *’ from incompatible pointer type ‘int *’ [-Wincompatible-pointer-types]
    75 |     char *ptr_45 = &config_data_45;
      |                 ^",Match the pointer declaration type exactly to variables whose addresses are assigned (like 'int *').,"int main() {
    int config_data_45 = 500;
    int *ptr_45 = &config_data_45;
}"
46,c,Segmentation Fault (GDB),"void allocate_mem_46() {
    int *matrix_46 = NULL;
    *matrix_46 = 999;
}
int main() {
    allocate_mem_46();
}","Program received signal SIGSEGV, Segmentation fault.
0x0000000000401122 in allocate_mem_46 () at helpers_46.c:27
27           *matrix_46 = 999;
(gdb) backtrace
#0  0x0000000000401122 in allocate_mem_46 () at helpers_46.c:27
#1  0x0000000000401150 in main () at helpers_46.c:29",Add protection check blocks or configure the target variable 'matrix_46' address correctly before assigning values.,"void allocate_mem_46() {
    int val = 999;
    int *matrix_46 = &val;
    *matrix_46 = 999;
}
int main() {
    allocate_mem_46();
}"
47,c,GCC Compiler Error: Syntax Error,"int main() {
    int matrix_47 = 250
    printf(""Value: %d\\n"", matrix_47);
}","main_47.c: In function ‘main’:
main_47.c:46:5: error: expected ‘;’ before ‘printf’
    46 |     printf(""Value: %d\\n"", matrix_47);
      |     ^~~~~~",Include a semi-colon identifier directly after the variable definition for 'matrix_47'.,"int main() {
    int matrix_47 = 250;
    printf(""Value: %d\\n"", matrix_47);
}"
48,c,GCC Compiler Error: Implicit Declaration,"int main() {
    int result = compute_weights_48(10, 20);
    printf(""Result: %d\n"", result);
}","parser_48.c: In function ‘main’:
parser_48.c:2:18: warning: implicit declaration of function ‘calculate_sum’ [-Wimplicit-function-declaration]
    2 |     int result = calculate_sum(10, 20);
      |                  ^~~~~~~~~~~~~
parser_48.c:(.text+0x15): undefined reference to `calculate_sum`
collect2: error: ld returned 1 exit status",Declare the function prototype at the top of the file or include the corresponding header.,"int compute_weights_48(int a, int b);
int main() {
    int result = compute_weights_48(10, 20);
    printf(""Result: %d\n"", result);
}
int compute_weights_48(int a, int b) {
    return a + b;
}"
49,c,GCC Compiler Error: Type Mismatch,"int main() {
    char *str = ""Hello"";
    int val = str;
}","matrix_49.c: In function ‘main’:
matrix_49.c:3:15: error: invalid initializer / incompatible types when initializing type ‘int’ using type ‘char *’
    3 |     int val = str;
      |               ^~~",Use compatible types or parse string inputs into integer variables using conversion utilities like atoi().,"#include <stdlib.h>
int main() {
    char *str = ""123"";
    int val = atoi(str);
}"
50,c,GCC Compiler Error: Undefined Reference (Linker),"#include <math.h>
int main() {
    double root = sqrt(16.0);
}","/usr/bin/ld: /tmp/ccXyZ123.o: in function `main`:
main_50.c:3: undefined reference to `sqrt`
collect2: error: ld returned 1 exit status",Link the math library natively by appending the '-lm' linker flag during compilation.,"// Compile using:
// gcc main.c -lm -o main"
51,c,GCC Compiler Warning: Format Mismatch,"int main() {
    char *buffer_51 = ""Alert"";
    printf(""Code: %d\\n"", buffer_51);
}","helpers_51.c: In function ‘main’:
helpers_51.c:52:21: warning: format ‘%d’ expects argument of type ‘int’, but argument 2 has type ‘char *’ [-Wformat=]
    52 |     printf(""Code: %d\\n"", buffer_51);
      |                     ~^     ~~~
      |                      |     |
      |                      int   char *
      |                     %s",Update format tags within printf to correctly display the string data type referenced by 'buffer_51'.,"int main() {
    char *buffer_51 = ""Alert"";
    printf(""Code: %s\\n"", buffer_51);
}"
52,c,Clang Compiler Error: Missing Semicolon,"struct User {
    int id;
    char name[50];
}

int main() {
    return 0;
}","main_52.c:4:2: error: expected ';' after struct definition
}
 ^
 ;",Append a semicolon following the closing brace of a struct template block declaration.,"struct User {
    int id;
    char name[50];
};

int main() {
    return 0;
}"
53,c,Clang Compiler Error: Conflicting Types,"void display(int val);
void display(double val) {
    // logic
}","database_53.c:2:6: error: conflicting types for 'display'
void display(double val) {
     ^
database_53.c:1:6: note: previous declaration is here
void display(int val);
     ^",Ensure that function prototype signatures align with their physical function definitions exactly.,"void display(double val);
void display(double val) {
    // logic
}"
54,c,AddressSanitizer: heap-use-after-free,"#include <stdlib.h>
int main() {
    int *buf = malloc(sizeof(int) * 10);
    free(buf);
    return buf[2];
}","=================================================================
==12345==ERROR: AddressSanitizer: heap-use-after-free on address 0x603000000018 at pc 0x0000004011b9 bp 0x7ffd9860
READ of size 4 at 0x603000000018 thread T0
    #0 0x4011b8 in main utils_54.c:5
    #1 0x7f98c603a0b3 in __libc_start_main (/lib/x86_64-linux-gnu/libc.so.6+0x270b3)",Do not read or write array/pointer targets once free() memory release commands have occurred.,"#include <stdlib.h>
int main() {
    int *buf = malloc(sizeof(int) * 10);
    int val = buf[2];
    free(buf);
    return val;
}"
55,c,AddressSanitizer: stack-buffer-overflow,"int main() {
    int arr[5] = {1, 2, 3, 4, 5};
    return arr[10];
}","=================================================================
==12360==ERROR: AddressSanitizer: stack-buffer-overflow on address 0x7ffe0e84b728 at pc 0x0000004011b2 bp 0x7ffe0e84b6f0
READ of size 4 at 0x7ffe0e84b728 thread T0
    #0 0x4011b1 in main database_55.c:3",Ensure array indexes do not traverse past physical array boundaries.,"int main() {
    int arr[5] = {1, 2, 3, 4, 5};
    return arr[4];
}"
